,Unnamed: 0,name,male,culture,dateOfBirth,DateoFdeath,mother,father,heir,house,spouse,book1,book2,book3,book4,book5,isAliveMother,isAliveFather,isAliveHeir,isAliveSpouse,isMarried,isNoble,age,numDeadRelations,boolDeadRelations,isPopular,popularity,isAlive,identity
11,11,Will (orphan),0,,,,,,,,,0,0,0,1,0,,,,,0,0,,0,0,0,0.00334448160535117,1,smallfolk
12,12,Will (squire),1,,,,,,,,,0,0,0,0,0,,,,,0,0,,0,0,0,0.00334448160535117,1,noble
13,13,Will (Standfast),0,,,,,,,House Osgrey,,0,0,0,0,0,,,,,0,0,,0,0,0,0.00334448160535117,1,smallfolk
14,14,Will (Treb),1,,,,,,,House Osgrey,,0,0,0,0,0,,,,,0,0,,0,0,0,0.00334448160535117,1,smallfolk
15,15,Will Humble,1,Ironborn,,,,,,House Humble,,0,0,0,1,0,,,,,0,0,,0,0,0,0.0133779264214046,1,warrior
16,16,Willam,1,,,,,,,,,0,0,0,1,0,,,,,0,0,,0,0,0,0.0133779264214046,1,smallfolk
17,17,Willem Wylde,1,,,,,,,House Wylde,,0,0,0,0,0,,,,,0,1,,0,0,0,0.020066889632107,1,knight
18,18,Willifer,0,,,,,,,,,0,0,0,1,0,,,,,0,1,,0,0,0,0.00668896321070234,1,official
19,19,Willit,1,,,,,,,House Swyft,,0,1,0,0,0,,,,,0,0,,0,0,0,0.0100334448160535,1,smallfolk
20,20,Willis Wode,1,,,,,,,House Wode,,1,0,0,1,0,,,,,0,1,,0,0,0,0.020066889632107,1,knight
21,21,Willis Fell,0,,,,,,,House Fell,,0,0,0,0,0,,,,,0,1,,0,0,0,0.0234113712374581,1,lord
22,22,Willow Heddle,0,,289.0,,,,,Brotherhood Without Banners,,0,0,0,1,0,,,,,0,0,16.0,0,0,0,0.0334448160535117,1,smallfolk
23,23,Willum,1,,,,,,,,,1,0,0,0,0,,,,,0,1,,0,0,0,0.0,1,knight
24,24,Wolmer,1,,,,,,,House Webber,,0,0,0,0,0,,,,,0,0,,0,0,0,0.00334448160535117,1,smallfolk
25,25,Willow Witch-eye,0,Free Folk,,300.0,,,,,,0,0,0,0,1,,,,,0,0,,0,0,0,0.0501672240802675,0,warrior
26,26,Woth,1,,,299.0,,,,,,0,1,0,0,0,,,,,0,0,,0,0,0,0.0301003344481605,0,warrior
27,27,Wulfe,1,Ironborn,,,,,,House Greyjoy,,0,0,0,1,1,,,,,0,0,,0,0,0,0.0234113712374581,1,warrior
28,28,Wyl the Whittler,0,,,,,,,,,0,0,1,0,0,,,,,0,0,,0,0,0,0.00668896321070234,1,smallfolk
29,29,Wyl (guard),0,Northmen,,298.0,,,,House Stark,,1,0,0,0,0,,,,,0,0,,0,0,0,0.0267558528428093,0,smallfolk
30,30,Wyl Waynwood,0,,,196.0,,,,House Waynwood,,0,0,0,0,0,,,,,0,0,,0,0,0,0.0133779264214046,0,noble
31,31,Wun Weg Wun Dar Wun,1,,,,,,,,,0,0,0,0,1,,,,,0,0,,0,0,0,0.0501672240802675,1,warrior
32,32,Wylla,1,,,,,,,House Dayne,,1,0,1,0,0,,,,,0,0,,0,0,0,0.0267558528428093,1,smallfolk
33,33,Wynafryd Manderly,0,,280.0,,,,,House Manderly,,0,0,0,1,1,,,,,0,0,25.0,0,0,0,0.0568561872909698,1,noble
34,34,Xhondo,1,Summer Isles,,,,,,,,0,0,0,1,0,,,,,0,0,,0,0,0,0.020066889632107,1,smallfolk
35,35,Ygon Farwynd,1,,,,,,,House Farwynd of the Lonely Light,,0,0,0,1,0,,,,,0,0,,0,0,0,0.0100334448160535,1,noble
36,36,Yna,1,,,,,,,Happy Port,,0,0,0,1,0,,,,,0,0,,0,0,0,0.020066889632107,1,magician
37,37,Yohn Farwynd,1,Ironborn,,,,,,House Farwynd of the Lonely Light,,0,0,0,1,0,,,,,0,0,,0,0,0,0.0100334448160535,1,noble
38,38,Yorkel,0,,,,,,,House Targaryen,,0,0,0,0,0,,,,,0,0,,0,0,0,0.0,1,smallfolk
39,39,Yorko Terys,1,Braavosi,,,,,,,,0,0,0,1,0,,,,,0,0,,0,0,0,0.0234113712374581,1,smallfolk
40,40,Yormwell,0,,,,,,,,,0,0,0,0,0,,,,,0,1,,0,0,0,0.00334448160535117,1,official
41,41,Young Henly,1,,240.0,299.0,,,,Night's Watch,,0,0,1,0,0,,,,,0,0,59.0,0,0,0,0.0133779264214046,0,smallfolk
42,42,Ysilla,0,,,,,,,,Yandry,0,0,0,0,1,,,,1.0,1,0,,0,0,0,0.040133779264214,1,warrior
43,43,Zarabelo,0,,,,,,,,,0,0,0,1,0,,,,,0,1,,0,0,0,0.00668896321070234,1,official
44,44,Zei,0,,,,,,,,,0,0,1,0,0,,,,,0,0,,0,0,0,0.0133779264214046,1,smallfolk
45,45,Zekko,1,Dothraki,,,,,,,,0,0,0,0,1,,,,,0,0,,0,0,0,0.0133779264214046,1,warrior
46,46,Zharaq zo Loraq,1,Ghiscari,,,,,,House of Loraq,,0,0,0,0,1,,,,,0,0,,0,0,0,0.0100334448160535,1,noble
47,47,Wenda,0,,,,,,,Kingswood Brotherhood,,0,0,1,1,0,,,,,0,0,,0,0,0,0.0167224080267558,1,none
48,48,Wex Pyke,1,Ironborn,286.0,,,,,House Botley,,0,1,1,1,1,,,,,0,0,19.0,0,0,0,0.11371237458193903,1,noble
49,49,Timett,1,Vale mountain clans,278.0,,,,,Burned Men,,1,1,1,0,1,,,,,0,1,27.0,0,0,0,0.0735785953177257,1,smallfolk
50,50,Joffrey Baratheon,1,,,,Cersei Lannister,Robert Baratheon,Tommen Baratheon,,,0,0,0,0,0,1.0,1.0,1.0,,0,0,,5,1,1,1.0,0,king
51,51,Laenor Velaryon,1,Valyrian,94.0,120.0,,,,House Velaryon,Rhaenyra Targaryen,0,0,0,0,0,,,,1.0,1,1,26.0,0,0,0,0.193979933110367,0,knight
52,52,Leobald Tallhart,1,Northmen,,299.0,,,,House Tallhart,Berena Hornwood,0,1,1,1,1,,,,1.0,1,1,,0,0,0,0.110367892976588,0,noble
53,53,Maegor I Targaryen,1,,,,Visenya Targaryen,Aegon I Targaryen,Jaehaerys Targaryen,,,0,0,0,0,0,0.0,0.0,1.0,,0,0,,0,0,1,0.7056856187290971,0,king
54,54,Margaery Tyrell,0,Reach,283.0,,,,,House Tyrell,Renly Baratheon,1,1,1,1,1,,,,0.0,1,1,22.0,3,1,1,1.0,1,official
55,55,Naerys Targaryen,0,Valyrian,138.0,,,,,House Targaryen,Aegon IV Targaryen,1,0,0,0,0,,,,0.0,1,1,100.0,12,1,0,0.220735785953177,0,official
56,56,Quence,0,Braavosi,,,,,,,,0,0,0,1,0,,,,,0,0,,0,0,0,0.020066889632107,1,none
57,57,Quellon Botley,1,Ironborn,,,,,,House Botley,,0,0,0,1,0,,,,,0,0,,0,0,0,0.0468227424749163,1,noble
58,58,Quellon Greyjoy,1,Ironborn,,283.0,,,,House Greyjoy,Stonetree,0,0,0,1,0,,,,1.0,1,1,,0,0,0,0.0903010033444816,0,lord
59,59,Quentyn Blackwood,0,,,206.0,,,,House Blackwood,,0,0,0,0,0,,,,,0,1,,0,0,0,0.020066889632107,0,noble
60,60,Quenton Greyjoy,1,Ironborn,,,,,,House Greyjoy,,0,0,0,1,0,,,,,0,0,,0,0,0,0.060200668896321,1,noble
61,61,Quhuru Mo,1,Summer Isles,,,,,,,,0,1,0,1,0,,,,,0,0,,0,0,0,0.040133779264214,1,warrior
62,62,Quickfinger,1,,,,,,,House Blackfyre,,0,0,0,0,0,,,,,0,0,,0,0,0,0.0100334448160535,1,warrior
63,63,Quill,1,Braavosi,,,,,,,,0,0,0,1,0,,,,,0,0,,0,0,0,0.0167224080267558,1,smallfolk
64,64,Quentin Tyrell,0,,,,,,,House Tyrell,,0,0,1,1,0,,,,,0,1,,0,0,0,0.127090301003344,1,knight
65,65,Quort,1,,285.0,299.0,,,,wildling,,0,0,1,0,0,,,,,0,0,14.0,0,0,0,0.0100334448160535,0,smallfolk
66,66,Qyle,1,,,299.0,,,,,,0,1,0,0,0,,,,,0,0,,0,0,0,0.0133779264214046,0,warrior
67,67,Rafe,0,,,,,,,,,0,0,0,0,0,,,,,0,0,,0,0,0,0.00668896321070234,1,smallfolk
68,68,Racallio Ryndoon,1,Tyroshi,,,,,,Kingdom of the Three Daughters,,0,0,0,0,0,,,,,0,0,,0,0,0,0.0100334448160535,1,king
69,69,Ragnor Pyke,0,Ironborn,,,,,,House Greyjoy,,0,0,0,1,0,,,,,0,0,,0,0,0,0.0100334448160535,1,warrior
70,70,Rainbow Knight,0,,,,,,,,,1,0,0,0,0,,,,,0,0,,0,0,0,0.00334448160535117,1,knight
71,71,Randa,0,,,,,,,,,0,0,1,0,0,,,,,0,0,,0,0,0,0.00334448160535117,1,smallfolk
72,72,Rast,1,,,299.0,,,,Night's Watch,,1,1,1,0,0,,,,,0,0,,0,0,0,0.0668896321070234,0,warrior
73,73,Rawney,1,,,,,,,,,0,0,0,1,0,,,,,0,1,,0,0,0,0.0100334448160535,1,none
74,74,Raymar Royce,1,,,,,,,House Royce of the Gates of the Moon,,0,0,1,0,0,,,,,0,1,,0,0,0,0.0133779264214046,1,noble
75,75,Raymond Nayland,0,,,,,,,House Nayland,,0,0,0,1,0,,,,,0,1,,0,0,0,0.0167224080267558,1,knight
76,76,Raymund Tyrell,0,,,,,,,House Tyrell,,0,0,1,1,0,,,,,0,0,,0,0,0,0.127090301003344,1,noble
77,77,Red Oarsman,0,Ironborn,,,,,,,,0,0,0,1,1,,,,,0,0,,0,0,0,0.0167224080267558,1,warrior
78,78,Red Lamb,1,Lhazarene,,,,,,House Targaryen,,0,0,0,0,0,,,,,0,1,,0,0,0,0.0,1,knight
79,79,Redtusk,1,,,,,,,,,0,0,0,0,0,,,,,0,1,,0,0,0,0.0167224080267558,1,knight
80,80,Red Rolfe,1,,,299.0,,,,House Greyjoy,,0,1,0,0,0,,,,,0,0,,0,0,0,0.0133779264214046,0,none
81,81,Redwyn,0,,,,,,,Night's Watch,,0,1,0,0,0,,,,,0,0,,0,0,0,0.00668896321070234,1,warrior
82,82,Reynard Webber,0,,,,,,,House Webber,,0,0,0,0,0,,,,,0,1,,0,0,0,0.00668896321070234,1,noble
83,83,Reysen,1,,,,,,,,,0,1,0,0,0,,,,,0,0,,0,0,0,0.0234113712374581,1,warrior
84,84,Rhaegel Targaryen,1,Valyrian,173.0,215.0,,,,House Targaryen,Alys Arryn,0,0,0,0,0,,,,1.0,1,1,42.0,3,1,0,0.0969899665551839,0,prince
85,85,Rhaena Targaryen (daughter of Daemon),0,,116.0,,,,,House Targaryen,Corwyn Corbray,0,0,0,0,0,,,,1.0,1,1,100.0,0,0,0,0.14381270903010002,0,knight
86,86,Rhaena Targaryen (daughter of Aegon III),0,Valyrian,147.0,,,,,House Targaryen,,0,0,0,0,0,,,,,0,1,100.0,0,0,0,0.0735785953177257,0,noble
87,87,Rhaenys Targaryen,0,Valyrian,-25.0,10.0,,,,House Targaryen,Aegon I Targaryen,1,0,0,0,0,,,,0.0,1,1,35.0,1,1,0,0.277591973244147,0,official
88,88,Rhaenys Targaryen (daughter of Rhaegar),0,,280.0,283.0,,,,House Targaryen,,1,1,1,1,1,,,,,0,1,3.0,10,1,0,0.244147157190635,0,noble
89,89,Rhialta Vance,0,,,,,,,House Vance of Wayfarer's Rest,,0,0,0,1,0,,,,,0,0,,0,0,0,0.0167224080267558,1,noble
90,90,Rhaenys Targaryen (daughter of Aemon),0,Valyrian,74.0,129.0,,,,House Targaryen,Corlys Velaryon,0,0,0,0,0,,,,0.0,1,1,55.0,0,0,0,0.14381270903010002,0,knight
91,91,Rhonda Rowan,0,,,,,,,House Rowan,Baelor Hightower,0,0,0,1,0,,,,1.0,1,0,,0,0,0,0.0501672240802675,1,noble
92,92,Richard Farrow,0,,,299.0,,,,House Farrow,,0,0,0,1,0,,,,,0,1,,0,0,0,0.0167224080267558,0,knight
93,93,Richard Lonmouth,1,,,,,,,House Lonmouth,,0,0,1,0,0,,,,,0,1,,0,0,0,0.0234113712374581,1,knight
94,94,Rigney,1,,,,,,,,,0,0,0,1,0,,,,,0,1,,0,0,0,0.00334448160535117,1,official
95,95,Rob,1,,,,,,,House Osgrey,,0,0,0,0,0,,,,,0,0,,0,0,0,0.00334448160535117,1,smallfolk
96,96,Rickard Tyrell,1,,,,,,,House Tyrell,,0,0,1,1,0,,,,,0,0,,0,0,0,0.123745819397993,1,noble
97,97,Robb Reyne,1,,,,,,,House Reyne,,0,0,0,0,0,,,,,0,1,,0,0,0,0.00668896321070234,1,warrior
98,98,Robert Ashford,1,Reach,,,,,,House Ashford,,0,0,0,0,0,,,,,0,1,,0,0,0,0.0234113712374581,1,knight
99,99,Robert Brax (son of Flement),1,,290.0,,,,,House Brax,,0,1,1,1,0,,,,,0,0,15.0,0,0,0,0.120401337792642,1,noble
100,100,Robert Paege,0,,,,,,,House Paege,,0,0,1,0,0,,,,,0,1,,0,0,0,0.0100334448160535,1,knight
101,101,Robb Stark,1,,,,Catelyn Stark,Eddard Stark,Bran Stark,,,0,0,0,0,0,0.0,0.0,1.0,,0,0,,7,1,1,1.0,0,king
102,102,Robin,1,,,,,,,,,0,0,0,1,0,,,,,0,0,,0,0,0,0.0167224080267558,1,smallfolk
103,103,Robert Frey (son of Raymund),1,,283.0,,,,,House Frey,,0,1,1,1,0,,,,,0,0,22.0,0,0,0,0.147157190635451,1,official
104,104,Robin Greyjoy,1,Ironborn,,,,,,House Greyjoy,,0,0,0,1,0,,,,,0,0,,0,0,0,0.0635451505016722,1,noble
105,105,Robin Hollard,1,,,,,,,House Hollard,,0,0,0,1,0,,,,,0,0,,0,0,0,0.0267558528428093,1,noble
106,106,Rodrik Freeborn,1,Ironborn,,,,,,,,0,0,0,1,1,,,,,0,0,,0,0,0,0.0133779264214046,1,warrior
107,107,Roelle,0,,,,,,,House Tarth,,0,0,0,1,0,,,,,0,0,,0,0,0,0.0,1,none
108,108,Rodrik Stark (son of Beron),1,Northmen,,,,,,House Stark,Arya Flint,0,0,0,0,1,,,,1.0,1,0,,0,0,0,0.100334448160535,1,noble
109,109,Roger of Pennytree,1,,,194.0,,,,,,0,0,0,0,0,,,,,0,0,,0,0,0,0.0301003344481605,0,noble
110,110,Roggo,0,Braavosi,,,,,,,,0,0,0,1,0,,,,,0,0,,0,0,0,0.0133779264214046,1,smallfolk
111,111,Roger Ryswell,1,Northmen,,,,,,House Ryswell,,0,0,0,1,1,,,,,0,0,,0,0,0,0.0468227424749163,1,noble
112,112,Rolder,1,,,,,,,House Lannister,,0,0,0,1,0,,,,,0,0,,0,0,0,0.0,1,smallfolk
113,113,Roland Crakehall (Kingsguard),1,,,,,,,House Crakehall,,0,0,0,0,0,,,,,0,1,,0,0,0,0.020066889632107,1,noble
114,114,Rolfe,1,,,,,,,,,0,1,0,0,0,,,,,0,0,,0,0,0,0.00334448160535117,1,none
115,115,Rolland Darklyn,1,,,,,,,House Darklyn,,0,0,0,1,0,,,,,0,1,,0,0,0,0.0100334448160535,1,noble
116,116,Rollam Westerling,1,,290.0,,,,,House Westerling,,0,0,1,1,0,,,,,0,0,15.0,0,0,0,0.0434782608695652,1,noble
117,117,Romny Weaver,1,Ironborn,,,,,,House Weaver,,0,0,0,1,0,,,,,0,0,,0,0,0,0.020066889632107,1,noble
118,118,Ronald Storm,1,,,,,,,House Connington,,0,0,0,0,1,,,,,0,0,,0,0,0,0.040133779264214,1,smallfolk
119,119,Ronnel Stout,0,Northmen,,,,,,House Stout,,0,0,1,0,0,,,,,0,0,,0,0,0,0.0334448160535117,1,noble
120,120,Ronnel Harclay,0,,,,,,,House Harclay,,0,0,1,0,0,,,,,0,0,,0,0,0,0.0133779264214046,1,warrior
121,121,Roone,1,,286.0,,,,,,,0,0,0,1,0,,,,,0,0,19.0,0,0,0,0.040133779264214,1,official
122,122,Roone (maester),1,,,,,,,,,0,0,1,1,0,,,,,0,1,,0,0,0,0.0100334448160535,1,official
123,123,Roryn Drumm,0,Ironborn,,,,,,House Drumm,,0,0,0,1,0,,,,,0,0,,0,0,0,0.00334448160535117,1,noble
124,124,Roose Ryswell,1,Northmen,,,,,,House Ryswell,,0,0,0,1,1,,,,,0,0,,0,0,0,0.0301003344481605,1,noble
125,125,Rosamund Lannister,0,,,,,,,House Lannister of Lannisport,,0,0,0,1,1,,,,,0,0,,0,0,0,0.0234113712374581,1,noble
126,126,Rosey,0,,284.0,,,,,,,0,0,0,1,0,,,,,0,0,21.0,0,0,0,0.0301003344481605,1,smallfolk
127,127,Rowan,1,Free folk,,300.0,,,,,,0,0,0,0,1,,,,,0,0,,0,0,0,0.060200668896321,0,warrior
128,128,Rudge,0,,,,,,,Night's Watch,,1,0,0,0,0,,,,,0,0,,0,0,0,0.0,1,smallfolk
129,129,Runciter,1,,,112.0,,,,,,0,0,0,0,0,,,,,0,1,,0,0,0,0.244147157190635,0,official
130,130,Rupert Crabb,0,,,,,,,House Crabb,,0,0,0,1,0,,,,,0,1,,0,0,0,0.00668896321070234,1,knight
131,131,Rus,0,Ironmen,,,,,,Drowned men,,0,0,0,1,0,,,,,0,0,,0,0,0,0.0100334448160535,1,smallfolk
132,132,Rusty Flowers,1,,,,,,,Night's Watch,,0,0,0,0,1,,,,,0,0,,0,0,0,0.0,1,smallfolk
133,133,Ryam,1,,,,,,,,,0,0,0,1,0,,,,,0,1,,0,0,0,0.0133779264214046,1,official
134,134,Ryk,1,Free folk,,,,,,,Munda,0,0,1,1,1,,,,1.0,1,0,,0,0,0,0.0267558528428093,1,smallfolk
135,135,Ryles,0,,,299.0,,,,Night's Watch,,0,0,1,0,0,,,,,0,0,,0,0,0,0.0133779264214046,0,warrior
136,136,Rymolf,0,Ironborn,,,,,,House Greyjoy,,0,0,0,0,0,,,,,0,0,,0,0,0,0.0,1,warrior
137,137,S'vrone,0,Braavosi,,,,,,,,0,0,0,0,0,,,,,0,0,,0,0,0,0.0133779264214046,1,smallfolk
138,138,Saathos,0,,,,,,,,,0,1,0,0,0,,,,,0,0,,0,0,0,0.00334448160535117,1,none
139,139,Sailor's Wife,0,,,,,,,Happy Port,,0,0,0,0,0,,,,,0,0,,0,0,0,0.0468227424749163,1,smallfolk
140,140,Sallor,1,Qartheen,,299.0,,,,Stormcrows,,0,0,1,0,0,,,,,0,0,,0,0,0,0.0301003344481605,0,smallfolk
141,141,Salloreon,1,,,,,,,Antler Men,,0,1,0,0,0,,,,,0,0,,0,0,0,0.0133779264214046,1,smallfolk
142,142,Sam Stoops,1,,,,,,,House Osgrey,,0,0,0,0,0,,,,,0,0,,0,0,0,0.00334448160535117,1,smallfolk
143,143,Samwell Spicer,1,,,,,,,House Spicer,,0,0,1,1,0,,,,,0,1,,0,0,0,0.0133779264214046,1,noble
144,144,Sargon Botley,1,Ironborn,,,,,,House Botley,,0,0,0,1,0,,,,,0,0,,0,0,0,0.0535117056856187,1,noble
145,145,Scarb,0,,,,,,,,,0,0,1,0,0,,,,,0,0,,0,0,0,0.00668896321070234,1,none
146,146,Sawwood,1,,,,,,,Night's Watch,,0,0,1,0,0,,,,,0,0,,0,0,0,0.0100334448160535,1,smallfolk
147,147,Sedgekins,0,,,,,,,,,0,0,1,0,0,,,,,0,0,,0,0,0,0.0,1,none
148,148,Sefton Staunton,1,,,,,,,House Staunton,,0,0,0,0,0,,,,,0,0,,0,0,0,0.0301003344481605,1,official
149,149,Serra,0,Lysene,,,,,,,Illyrio Mopatis,0,0,0,0,1,,,,1.0,1,0,,0,0,0,0.0167224080267558,1,smallfolk
150,150,Sharna,0,,,,,,,,Husband,0,0,1,1,0,,,,1.0,1,0,,0,0,0,0.0367892976588628,1,smallfolk
151,151,Shella,0,,,,,,,,,1,0,0,0,0,,,,,0,0,,0,0,0,0.00334448160535117,1,noble
152,152,Sherrit,0,,,,,,,,,0,0,1,0,0,,,,,0,1,,0,0,0,0.00334448160535117,1,king
153,153,Shortear,0,westermen,,,,,,House Lannister,,0,0,0,1,0,,,,,0,0,,0,0,0,0.0133779264214046,1,smallfolk
154,154,Shyra,0,Northmen,,,,,,House Stark,,0,1,0,1,0,,,,,0,0,,0,0,0,0.020066889632107,1,smallfolk
155,155,Sigfry Stonetree,1,Ironborn,,,,,,House Stonetree,,0,0,0,1,0,,,,,0,0,,0,0,0,0.00334448160535117,1,noble
156,156,Sigrin,1,Ironborn,,,,,,House Greyjoy,,0,1,1,0,0,,,,,0,0,,0,0,0,0.0234113712374581,1,smallfolk
157,157,Simon Leygood,0,,,,,,,House Leygood,,0,0,0,0,0,,,,,0,1,,0,0,0,0.00334448160535117,1,knight
158,158,Sky Blue Su,0,,,,,,,,,0,0,1,0,0,,,,,0,0,,0,0,0,0.0,1,smallfolk
159,159,Skinner,1,,,,,,,House Bolton,,0,0,0,0,1,,,,,0,0,,0,0,0,0.0334448160535117,1,warrior
160,160,Skittrick,0,Northmen,,,,,,House Stark,,0,1,0,0,0,,,,,0,0,,0,0,0,0.00668896321070234,1,smallfolk
161,161,Skyte,1,Ironborn,,,,,,,,0,1,1,1,0,,,,,0,0,,0,0,0,0.0234113712374581,1,smallfolk
162,162,Sloey,0,Braavosi,,,,,,,,0,0,0,1,0,,,,,0,0,,0,0,0,0.0167224080267558,1,none
163,163,Spare Boot,1,,,,,,,Night's Watch,,0,0,1,1,1,,,,,0,0,,0,0,0,0.0133779264214046,1,smallfolk
164,164,Softfoot,1,,,299.0,,,,Night's Watch,,0,0,1,0,0,,,,,0,0,,0,0,0,0.020066889632107,0,warrior
165,165,Spotted Pate of Maidenpool,1,,,299.0,,,,Night's Watch,,0,0,1,0,0,,,,,0,0,,0,0,0,0.0133779264214046,0,smallfolk
166,166,Squint,0,,,299.0,,,,House Greyjoy,,0,1,0,0,0,,,,,0,0,,0,0,0,0.00334448160535117,0,smallfolk
167,167,Squirrel,0,Free Folk,,300.0,,,,,,0,0,0,0,1,,,,,0,0,,0,0,0,0.0434782608695652,0,warrior
168,168,Steffarion Sparr,1,Ironborn,,,,,,House Sparr,,0,0,0,1,0,,,,,0,0,,0,0,0,0.020066889632107,1,noble
169,169,Stafford Lannister,1,Westerman,246.0,299.0,,,,House Lannister,Myranda Lefford,1,1,1,1,1,,,,1.0,1,1,53.0,1,1,0,0.170568561872909,0,knight
170,170,Steffon Fossoway,1,,,,,,,House Fossoway of Cider Hall,,0,0,0,0,0,,,,,0,1,,0,0,0,0.040133779264214,1,knight
171,171,Steffon Hollard,0,,,,,,,House Hollard,,0,0,0,1,0,,,,,0,1,,0,0,0,0.0267558528428093,1,knight
172,172,Stannis Baratheon,1,,,,Cassana Estermont,Steffon Baratheon,Shireen Baratheon,,,0,0,0,0,0,0.0,0.0,1.0,,0,0,,4,1,1,1.0,1,king
173,173,Steffon Varner,1,,,,,,,House Varner,,0,1,0,0,0,,,,,0,1,,0,0,0,0.0133779264214046,1,knight
174,174,Stone Thumbs,0,Free Folk,,299.0,,,,,,0,0,1,0,0,,,,,0,0,,0,0,0,0.00334448160535117,0,smallfolk
175,175,Stonehand,0,Ironborn,,,,,,,,0,0,0,1,1,,,,,0,0,,0,0,0,0.0100334448160535,1,warrior
176,176,Sybassion,1,Qarth,,,,,,,,0,1,0,0,0,,,,,0,0,,0,0,0,0.0133779264214046,1,none
177,177,Sylas,0,,,294.0,,,,House Greyjoy,,0,1,0,0,0,,,,,0,0,,0,0,0,0.00668896321070234,0,smallfolk
178,178,Symon Stripeback,1,,,,,,,House Targaryen,,0,0,0,0,1,,,,,0,0,,0,0,0,0.0434782608695652,1,smallfolk
179,179,Symond Botley,1,Ironborn,,,,,,House Botley,,0,0,0,1,0,,,,,0,0,,0,0,0,0.0468227424749163,1,noble
180,180,Tagganaro,1,Braavosi,,,,,,,,0,0,0,1,0,,,,,0,0,,0,0,0,0.0301003344481605,1,smallfolk
181,181,Tal Toraq,1,Summer Isles,,,,,,House Targaryen,,0,0,0,0,1,,,,,0,0,,0,0,0,0.0234113712374581,1,smallfolk
182,182,Talea,0,Braavosi,,,,,,,,0,0,0,1,0,,,,,0,0,,0,0,0,0.020066889632107,1,smallfolk
183,183,Talla Tarly,1,,,,,,,House Tarly,,0,0,1,0,0,,,,,0,0,,0,0,0,0.0702341137123745,1,noble
184,184,Tansy,0,,,,,,,Peach,,0,0,1,1,0,,,,,0,0,,0,0,0,0.0234113712374581,1,smallfolk
185,185,Tansy (orphan),0,,,,,,,,,0,0,0,1,0,,,,,0,0,,0,0,0,0.00668896321070234,1,smallfolk
186,186,Tarber,1,,,,,,,,,0,1,0,0,0,,,,,0,0,,0,0,0,0.0334448160535117,1,warrior
187,187,Terrance Lynderly,0,,,,,,,House Lynderly,,0,0,0,1,0,,,,,0,0,,0,0,0,0.0167224080267558,1,noble
188,188,Terro,1,Braavosi,,,,,,,,0,0,0,1,0,,,,,0,0,,0,0,0,0.0133779264214046,1,none
189,189,Theo Frey,1,,,,,,,House Frey,,1,0,0,0,0,,,,,0,1,,0,0,0,0.0133779264214046,1,knight
190,190,Theobald,1,,,,,,,,,0,0,0,1,0,,,,,0,1,,0,0,0,0.020066889632107,1,official
191,191,Thistle,0,Free Folk,,300.0,,,,,,0,0,0,0,1,,,,,0,0,,0,0,0,0.0167224080267558,0,warrior
192,192,Theon Stark,1,Northmen,,,,,,,,0,0,0,0,0,,,,,0,0,,0,0,0,0.0568561872909698,1,king
193,193,Thormor Ironmaker,1,Ironborn,,,,,,House Ironmaker,,0,0,0,1,0,,,,,0,0,,0,0,0,0.0167224080267558,1,noble
194,194,Tim Stone,0,,,,,,,Night's Watch,,0,0,1,1,1,,,,,0,0,,0,0,0,0.0167224080267558,1,warrior
